174,25,0.076667,2.6248e-08,1
175,14,1.9121,3.4272,0.99776
176,NaN,NaN,NaN,NaN
177,13,0.60256,0.30224,0.99993
178,26,0,3.4294e-22,NaN
179,39,0,1.8686e-15,NaN
180,29,0.22167,1.3119,0.99968
181,18,5.232,2.8339,0.99974
182,7,0,7.8584e-22,NaN
183,43,0,4.783e-18,NaN
184,6,0,5.9865e-14,NaN
185,14,0,3.3255e-21,NaN
186,32,0.44254,1.4755,0.99985
188,11,0,7.3081e-11,NaN
189,7,0,7.8584e-22,NaN
190,24,0.11413,3.3793e-07,1
191,26,0,3.4294e-22,NaN
192,46,0,1.9968e-27,NaN
193,30,0,5.621e-23,NaN
194,10,2.8444,1.1607,0.99953
195,33,0.058712,2.2391e-07,1
196,20,0.82895,3.5782,0.99807
197,46,0.042512,1.5042e-07,1
198,37,0,1.0224e-25,NaN
199,12,0,3.4115e-15,NaN
200,8,0,1.3503e-19,NaN
201,14,0.13187,1.3205e-07,1
202,43,0,4.783e-18,NaN
203,48,0,2.6899e-07,NaN
204,14,0.071429,6.1683e-09,1
205,36,0,3.9759e-25,NaN
206,6,0.16667,0.36073,0.99639
207,28,0.43386,0.30252,0.99999
208,22,0,8.0422e-22,NaN
209,46,0,1.9968e-27,NaN
210,NaN,NaN,NaN,NaN
211,30,0,5.621e-23,NaN
212,NaN,NaN,NaN,NaN
213,NaN,NaN,NaN,NaN
214,5,0,0.0086978,NaN
215,24,0.041667,3.3826e-11,1
216,NaN,NaN,NaN,NaN
217,8,3.0714,2.0432,0.99735
218,11,0.25455,0.23391,0.99984
219,24,0.1721,0.062,1
220,4,0.91667,0.31836,0.99827
221,42,0,1.8193e-27,NaN
222,13,2.9231,2.999,0.9986
224,3,0,1.8506,NaN
225,12,0,3.4115e-15,NaN
226,40,0,1.7306e-27,NaN
227,6,0,5.9865e-14,NaN
228,13,0.80769,0.76341,0.99967
229,37,0.18919,1.6469,0.99972
230,7,1.2381,3.2014,0.97587
231,23,1.2925,2.2853,0.99967
232,4,0,6.2092e-17,NaN
233,7,0.28571,0.037253,0.99999
234,30,0.16207,0.00035611,1
235,19,0,0,NaN
236,15,0,3.7594e-23,NaN
237,23,0,7.3212e-22,NaN
238,5,0.2,0.3049,0.99628
239,34,3.7442,8.4671,0.99951
240,18,1.3203,0.87005,0.9999
241,5,0,4.6113e-13,NaN
242,NaN,NaN,NaN,NaN
243,6,0,5.9865e-14,NaN
244,33,0.8428,5.1287,0.99913
245,44,0,4.173e-17,NaN
246,35,0,1.1828e-24,NaN
247,30,0,5.621e-23,NaN
248,42,0.18583,2.0484,0.9997
249,4,0,6.2092e-17,NaN
250,34,0.12923,0.022496,1
251,5,0,4.6113e-13,NaN
252,47,16.977,202.14,0.97682
253,47,14.777,108.4,0.99234
254,3,0,1.8506,NaN
255,25,0.66667,0.651,0.99996
256,8,0.26786,0.27426,0.99945
257,9,0.19444,4.0846e-07,1
258,19,1.3684,3.1482,0.99894
259,10,0,1.3428e-15,NaN
260,4,0,0.00034471,NaN
261,36,0.053968,3.1909e-08,1
263,34,0.22549,1.938,0.99958
264,41,0,2.0975e-16,NaN
265,45,0.10101,0.12326,1
266,14,7.1429,8.653,0.99618
267,11,0,7.3081e-11,NaN
268,28,1.6984,11.651,0.99636
269,9,2.5,0.80021,0.99965
270,4,0.25,0.0042085,1
271,19,0.052632,4.375e-15,1
273,40,0,1.7306e-27,NaN
274,27,2.7037,4.8724,0.99955
275,48,0.13785,5.2174,0.99821
276,43,0.56589,2.5162,0.99986
277,33,0,7.361e-24,NaN
278,14,1.478,1.0132,0.99975
279,3,0,1.8506,NaN
280,24,0,6.2891e-22,NaN
281,11,0,7.3081e-11,NaN
284,NaN,NaN,NaN,NaN
285,17,0,4.6683e-18,NaN
286,NaN,NaN,NaN,NaN
287,34,0.057041,2.6115e-11,1
289,30,0.25862,1.6537,0.99961
290,4,0.25,0.0042085,1
291,22,3.5758,21.145,0.98826
292,3,0,1.8506,NaN
294,20,0,6.4549e-22,NaN
295,19,3.9181,6.25,0.99855
296,6,0,5.9865e-14,NaN
297,27,1.0541,4.5767,0.99899
298,14,46.527,8.5226,0.99943
299,11,0,7.3081e-11,NaN
300,16,5.85,1.8015,0.99986
301,46,0.24976,0.9847,0.99996
302,37,0.56456,2.658,0.99975
303,12,3.697,3.5477,0.99803
304,11,0.21818,0.88377,0.99731
305,13,59.423,3.6087,0.9999
306,5,0.2,0.3049,0.99628
307,32,14.113,11.874,0.9997
308,23,0.1502,0.10635,0.99999
309,4,0,6.2092e-17,NaN
310,39,0.025641,4.6069e-08,1
311,16,0.93333,2.1368,0.99881
312,14,0,3.3255e-21,NaN
313,17,1.0588,3.9462,0.99701
314,45,0.2404,2.696,0.99967
316,29,0,9.8805e-23,NaN
317,3,0,1.8506,NaN
318,NaN,NaN,NaN,NaN
319,18,0.18301,0.99192,0.99908
320,43,0,4.783e-18,NaN
321,30,0,5.621e-23,NaN
322,5,1.7,1.3425,0.99152
323,45,0,0,NaN
324,18,1.781,0.22027,1
325,8,0.28571,2.3333,0.96278
326,46,0.30966,0.32992,1
327,33,0.058712,2.2391e-07,1
328,22,0,8.0422e-22,NaN
329,19,0.59649,1.7198,0.99928
330,18,0.26144,0.66373,0.99971
331,9,0.75,0.54359,0.99946
332,32,0.13609,0.023609,1
333,NaN,NaN,NaN,NaN
334,17,4.6176,11.699,0.99397
335,5,0,4.6113e-13,NaN
336,22,0,8.0422e-22,NaN
337,NaN,NaN,NaN,NaN
338,19,3.5439,1.078,0.99995
339,6,0,5.9865e-14,NaN
340,30,2.9885,27.696,0.99049
342,26,1.2938,5.1469,0.99884
343,14,0,3.3255e-21,NaN
344,32,0.36996,3.3034,0.9991
345,3,0,0.00016326,NaN
346,20,0,6.4549e-22,NaN
347,41,0,2.1071e-07,NaN
348,13,0.14103,9.4642e-09,1
349,3,0,1.8506,NaN
350,30,0,5.621e-23,NaN
351,23,0.17787,0.10546,0.99999
352,21,10.062,3.194,0.99989
354,31,0,2.9952e-23,NaN
355,47,0,2.0412e-27,NaN
356,42,0,1.8193e-27,NaN
357,15,0.26667,1.2339,0.99831
358,35,0,1.1828e-24,NaN
359,32,18.822,63.342,0.99349
360,21,0,7.7419e-22,NaN
361,19,0,0,NaN
362,47,1.0675,1.7188,0.99997
363,34,0,3.5158e-24,NaN
364,19,1.1462,5.0808,0.99672
365,46,0,1.9968e-27,NaN
366,41,0.047561,1.7678e-07,1
367,29,0.16995,0.39093,0.99996
368,7,0,7.8584e-22,NaN
369,12,0,3.4115e-15,NaN
370,11,0,7.3081e-11,NaN
371,5,0,4.6113e-13,NaN
372,32,0,1.4311e-23,NaN
373,NaN,NaN,NaN,NaN
374,21,0,7.7419e-22,NaN
375,3,0.33333,0.012698,0.99998
376,12,0,3.4115e-15,NaN
377,NaN,NaN,NaN,NaN
378,35,0,1.1828e-24,NaN
379,24,0,6.2891e-22,NaN
380,22,0,8.0422e-22,NaN
381,27,0,2.5161e-22,NaN
382,19,0,0,NaN
383,NaN,NaN,NaN,NaN
384,41,0,2.0975e-16,NaN
385,11,0,7.3081e-11,NaN
386,31,0,2.9952e-23,NaN
387,36,0.12302,0.019618,1
388,16,0,1.7974e-19,NaN
389,9,1,4.9261e-06,1
390,11,0.16364,1.048,0.99496
391,4,0,6.2092e-17,NaN
392,6,0.16667,0.0013896,1
393,30,0.99885,1.8168,0.99988
394,22,14.095,9.7567,0.99937
395,29,0,9.8805e-23,NaN
396,10,0,1.3428e-15,NaN
397,17,0.93382,2.7346,0.99837
398,31,0,2.9952e-23,NaN
399,NaN,NaN,NaN,NaN
400,14,0,3.3255e-21,NaN
403,16,0,1.7974e-19,NaN
404,5,0.8,0.52054,0.99729
405,23,0.083004,2.2363e-07,1
406,20,0,6.4549e-22,NaN
407,27,0,2.5161e-22,NaN
408,38,3.6366,25.445,0.99676
409,45,0,0,NaN
410,22,0.24242,1.0161,0.9996
412,48,0,8.3422e-27,NaN
413,5,0,4.6113e-13,NaN
414,41,0.047561,1.7678e-07,1
415,9,0.19444,0.28638,0.99942
417,27,0,2.5161e-22,NaN
418,3,0,1.8506,NaN
419,15,0.066667,3.0437,0.95882
420,31,0.86667,3.3102,0.99958
421,17,0,4.6683e-18,NaN
422,12,0,3.4115e-15,NaN
423,19,1.2749,5.6504,0.99635
424,20,0.16842,1.1534,0.99901
425,11,0.27273,0.52168,0.99925
426,13,0,1.4368e-15,NaN
427,8,0.5,1.5,0.99121
428,29,0.40394,2.7492,0.99923
429,12,0,3.4115e-15,NaN
430,45,0.043434,0.3466,0.99997
431,48,0,8.3422e-27,NaN
432,48,1.3506,2.8491,0.99995
433,11,0,7.3081e-11,NaN
434,14,7.1703,3.2771,0.99945
435,23,1.17,0.0042799,1
436,40,0.25385,2.2207,0.9997
437,14,0,3.3255e-21,NaN
438,23,0.1502,0.10635,0.99999
439,43,0,4.783e-18,NaN
440,NaN,NaN,NaN,NaN
441,7,0.28571,2.588e-06,1
442,49,0.076531,0.037107,1
443,26,0,3.4294e-22,NaN
444,25,0,4.7806e-22,NaN
445,8,1.9286,0.84807,0.99927
446,8,0,1.3503e-19,NaN
447,NaN,NaN,NaN,NaN
449,20,0.13421,1.186e-05,1
450,3,0.33333,0.012698,0.99998
451,13,0,1.4368e-15,NaN
452,18,4.3301,10.688,0.99548
453,16,0,1.7974e-19,NaN
454,30,0.25747,1.7971,0.99954
455,21,10.062,4.9216,0.99974
456,9,0,7.1857e-12,NaN
457,4,0,6.2092e-17,NaN
458,6,0,5.9865e-14,NaN
460,32,0,1.4311e-23,NaN
461,20,0,6.4549e-22,NaN
462,35,0,1.1828e-24,NaN
463,9,0,7.1857e-12,NaN
464,4,0,6.2092e-17,NaN
465,28,0.12698,0.074911,1
466,5,0.3,0.28264,0.99787
467,5,0,4.6113e-13,NaN
469,8,0.57143,0.83334,0.99763
470,3,0,0.00016326,NaN
471,11,0,7.3081e-11,NaN
472,41,0,2.0975e-16,NaN
473,14,0,3.3255e-21,NaN
474,13,3.6923,1.9263,0.99954
475,22,0,8.0422e-22,NaN
476,16,0,1.7974e-19,NaN
477,16,0,1.7974e-19,NaN
478,39,8.3239,31.661,0.99797
480,20,0,6.4549e-22,NaN
481,8,0,1.3503e-19,NaN
484,5,0.3,0.26322,0.99815
485,24,0.95652,4.037,0.99877
486,31,1.3957,4.6432,0.99948
487,3,0,1.8506,NaN
489,7,0,7.8584e-22,NaN
490,46,0,1.9968e-27,NaN
491,7,0,5.4892e-10,NaN
492,27,0.13105,0.11678,0.99999
494,12,0,3.4115e-15,NaN
495,29,2.6478,1.4091,0.99997
496,13,0,1.4368e-15,NaN
497,6,0.3,0.079484,0.9999
498,8,0.28571,1.3334,0.98785
499,31,2.7247,5.9687,0.99956
500,38,0,5.9105e-26,NaN
502,11,0,7.3081e-11,NaN
503,5,0,4.6113e-13,NaN
504,41,0,2.0975e-16,NaN
505,35,0,1.1828e-24,NaN
506,30,0,5.621e-23,NaN
507,39,0.19568,5.4542,0.99744
508,9,0.75,0.31614,0.99982
509,3,0.33333,0.16755,0.99688
510,13,0.19231,1.7501e-08,1
511,15,0.26667,1.6507,0.99697
512,10,0.93333,1.4198,0.99784
513,5,0,4.6113e-13,NaN
514,29,0,9.8805e-23,NaN
515,NaN,NaN,NaN,NaN
516,24,0,6.2891e-22,NaN
518,NaN,NaN,NaN,NaN
519,27,0.44729,2.1476,0.99948
520,39,0,1.8686e-15,NaN
521,23,0.20158,0.063628,1
522,NaN,NaN,NaN,NaN
523,43,0,4.783e-18,NaN
524,3,0.33333,0.012698,0.99998
525,NaN,NaN,NaN,NaN
526,35,0.68067,0.95242,0.99997
527,8,0,1.3503e-19,NaN
528,31,0,2.9952e-23,NaN
529,11,0,7.3081e-11,NaN
530,12,0.87879,0.9014,0.99946
531,12,2.2652,1.6709,0.99929
532,17,0.15441,1.1041,0.99839
535,30,0,5.621e-23,NaN
536,20,0,6.4549e-22,NaN
537,30,0,5.621e-23,NaN
538,29,0,9.8805e-23,NaN
539,43,0,4.783e-18,NaN
540,19,4.8713,12.446,0.99536
541,7,0.2381,3.5232e-16,1
542,43,0,4.783e-18,NaN
543,8,0,1.3503e-19,NaN
544,26,0,3.4294e-22,NaN
545,14,0,3.3255e-21,NaN
546,6,0,5.9865e-14,NaN
547,23,0,7.3212e-22,NaN
548,19,1.731,3.2861,0.99909
549,6,0.26667,0.38784,0.99739
550,24,1.9348,2.5754,0.99975
551,18,0,3.967e-17,NaN
552,31,0,2.9952e-23,NaN
553,21,0,7.7419e-22,NaN
554,40,0.092308,3.2579,0.9982
555,10,18.178,5.146,0.99854
556,3,0,1.8506,NaN
557,18,17.085,8.9974,0.99919
559,42,0.10743,0.16297,1
560,45,0.35859,0.3037,1
561,3,0,1.8506,NaN
562,5,0,0.00048782,NaN
563,42,3.0801,25.43,0.99717
564,17,0,4.6683e-18,NaN
565,20,33.168,11.484,0.9995
566,36,0,3.9759e-25,NaN
567,9,0.19444,0.28638,0.99942
568,7,0.2381,3.5232e-16,1
569,14,0.18132,1.2045,0.99708
570,13,0,1.4368e-15,NaN
571,23,0.083004,2.2363e-07,1
572,4,0,6.2092e-17,NaN
573,21,0,7.7419e-22,NaN
574,11,2.2909,0.86405,0.99976
575,10,0.23333,3.2979e-07,1
576,28,0,1.6225e-22,NaN
577,15,0,3.7594e-23,NaN
578,NaN,NaN,NaN,NaN
579,36,2.3873,6.6925,0.9996
580,31,0,2.9952e-23,NaN
582,48,0,8.3422e-27,NaN
583,26,0,3.4294e-22,NaN
584,3,0,1.8506,NaN
585,39,0,1.8686e-15,NaN
586,NaN,NaN,NaN,NaN
587,18,0.23529,0.062646,1
588,27,0,2.5161e-22,NaN
589,34,0.082888,1.7362e-08,1
590,10,0,1.7854e-07,NaN
592,9,0,7.1857e-12,NaN
593,NaN,NaN,NaN,NaN
594,15,1.4095,0.9209,0.99982
595,36,0,3.9759e-25,NaN
596,23,0.17787,2.7241,0.99657
597,44,0.29387,5.3009,0.99888
598,20,7.4316,12.2,0.9975
599,11,0,7.3081e-11,NaN
600,4,0,6.2092e-17,NaN
601,NaN,NaN,NaN,NaN
602,30,0.80575,4.5267,0.99906
603,6,0,5.9865e-14,NaN
604,15,0,3.7594e-23,NaN
605,35,26.417,48.408,0.99793
606,6,0.26667,0.38784,0.99739
607,41,0,2.0975e-16,NaN
608,13,0,1.4368e-15,NaN
609,18,0,3.967e-17,NaN
610,10,0,1.3428e-15,NaN
611,8,0,1.3503e-19,NaN
612,5,0.3,0.26889,0.99807
613,42,0,2.1971e-07,NaN
614,22,1.9654,2.6781,0.99966
615,28,2.2011,6.3583,0.99916
616,48,0.05984,1.641e-07,1
617,10,0,8.3997e-07,NaN
618,8,0,1.3503e-19,NaN
619,3,0,1.8506,NaN
620,5,0,4.6113e-13,NaN
621,19,0,0,NaN
623,14,0,3.3255e-21,NaN
624,9,0,7.1857e-12,NaN
625,9,0,7.1857e-12,NaN
626,4,1,0.00010947,1
627,10,15.956,6.2058,0.99759
628,16,1.0625,0.00020569,1
629,43,0.12292,0.30514,0.99999
630,12,0,3.4115e-15,NaN
631,20,0,6.4549e-22,NaN
632,40,0.87179,11.476,0.99764
633,12,0,3.4115e-15,NaN
634,26,1.6262,3.2995,0.99962
635,19,0,0,NaN
636,7,0,7.8584e-22,NaN
637,13,0,1.4368e-15,NaN
638,5,0,4.6113e-13,NaN
639,27,0.31054,0.00062048,1
640,4,0,6.2092e-17,NaN
641,21,0.12857,0.00046127,1
642,6,0,5.9865e-14,NaN
643,21,0.1619,0.079515,1
644,42,0.30662,1.6368,0.99988
645,14,0.21978,0.13279,0.99997
646,12,0.24242,0.43472,0.99955
647,36,0.50397,6.4894,0.99821
648,26,4.3262,9.2401,0.99888
650,34,0,3.5158e-24,NaN
651,3,0,1.8506,NaN
652,32,0.17641,3.1644,0.99827
653,6,0,5.9865e-14,NaN
654,5,0,4.6113e-13,NaN
655,5,0,4.6113e-13,NaN
656,8,0.21429,7.4518e-07,1
657,16,1.7292,1.9614,0.99946
658,18,0,3.967e-17,NaN
659,35,0,1.1828e-24,NaN
660,49,0.076531,0.037107,1
661,9,0,7.1857e-12,NaN
662,12,0.27273,0.59251,0.99926
663,NaN,NaN,NaN,NaN
664,NaN,NaN,NaN,NaN
665,13,18.756,10.007,0.99757
666,41,0.090244,0.06293,1
667,4,0,6.2092e-17,NaN
668,40,0,1.7306e-27,NaN
669,7,0,5.4892e-10,NaN
670,17,0,4.6683e-18,NaN
671,28,15.164,52.458,0.99173
672,49,0.30612,0.59586,0.99999
673,NaN,NaN,NaN,NaN
674,3,0,0.00016326,NaN
675,13,0,1.4368e-15,NaN
677,21,0,1.7115e-08,NaN
678,12,0.62879,0.0012132,1
679,5,0.2,0.3049,0.99628
680,13,0,1.4368e-15,NaN
681,28,0.49074,1.2426,0.99986
683,16,0,1.7974e-19,NaN
684,42,0,1.8193e-27,NaN
685,31,0.090323,4.353e-07,1
686,27,0,2.5161e-22,NaN
687,28,0.19444,1.9785,0.99908
688,17,184.99,465.98,0.76109
689,4,0,6.2092e-17,NaN
690,13,0.25641,0.50935,0.99954
691,11,0,7.3081e-11,NaN
692,16,4.3292,2.4491,0.99966
693,24,8.9275,3.2821,0.99991
694,7,0,7.8584e-22,NaN
695,11,0,7.3081e-11,NaN
696,38,0.19915,5.2105,0.99752
697,49,0,5.3248e-26,NaN
698,9,0,7.1857e-12,NaN
699,NaN,NaN,NaN,NaN
700,15,0,3.7594e-23,NaN
701,47,0,2.0412e-27,NaN
702,39,0,1.8686e-15,NaN
703,21,4.1143,3.6251,0.99966
705,40,0,1.7306e-27,NaN
706,NaN,NaN,NaN,NaN
707,29,0.83744,2.3985,0.99972
708,5,0.7,0.28211,0.99909
709,20,2.6211,7.9425,0.99699
710,15,0,3.7594e-23,NaN
711,25,0,4.7806e-22,NaN
712,3,1,0.037722,0.99995
713,5,1,0.32116,0.99917
714,48,0,2.6899e-07,NaN
715,18,5.2941,73.086,0.827
716,9,0,7.1857e-12,NaN
717,23,1.0791,1.0836,0.99991
719,8,0,1.3503e-19,NaN
721,17,0,4.6683e-18,NaN
722,11,0,7.3081e-11,NaN
723,9,0.25,0.043453,0.99999
724,5,0,4.6113e-13,NaN
725,49,0.076531,0.037107,1
726,33,0,7.361e-24,NaN
728,22,0.20779,0.21995,0.99998
729,21,0,7.7419e-22,NaN
730,17,0.11029,1.729,0.99448
731,6,0,5.9865e-14,NaN
732,33,0.88258,11.068,0.99614
733,5,0,4.6113e-13,NaN
734,35,0.6521,3.2591,0.99962
736,32,0,1.4311e-23,NaN
737,11,0,7.3081e-11,NaN
738,17,1.8162,2.1554,0.99948
739,NaN,NaN,NaN,NaN
740,11,0.36364,2,0.99174
741,7,0.2381,3.5232e-16,1
742,30,0,5.621e-23,NaN
743,46,0.93188,13.823,0.99789
744,22,2.381,6.0797,0.99854
745,10,0.17778,6.5757e-08,1
746,5,3.2,4.9125,0.93967
747,11,0,7.3081e-11,NaN
748,8,0,1.3503e-19,NaN
749,10,0.27778,0.40286,0.99942
750,7,0,7.8584e-22,NaN
751,23,0,7.3212e-22,NaN
752,3,0,1.8506,NaN
753,11,0.090909,6.6924e-08,1
754,5,0,4.6113e-13,NaN
755,31,0,2.9952e-23,NaN
756,4,0.91667,0.31836,0.99827
757,30,0.18506,2.5934,0.99865
758,8,0,1.3503e-19,NaN
759,6,0,5.9865e-14,NaN
760,12,0,3.4115e-15,NaN
761,10,0,1.3428e-15,NaN
762,NaN,NaN,NaN,NaN
764,3,0,1.8506,NaN
765,12,35.697,4.3507,0.99969
766,7,0.28571,2.588e-06,1
767,7,0,7.8584e-22,NaN
768,22,0.12338,1.6906,0.99782
769,7,0,7.8584e-22,NaN
770,30,0,5.621e-23,NaN
771,27,0,2.5161e-22,NaN
772,33,0,7.361e-24,NaN
773,40,0.025,0.95281,0.99943
774,13,0,1.4368e-15,NaN
775,26,0,3.4294e-22,NaN
776,4,0,6.2092e-17,NaN
777,19,0,0,NaN
778,18,1.7516,1.0676,0.99989
779,33,0,7.361e-24,NaN
780,28,0,1.6225e-22,NaN
781,13,0.26923,0.66183,0.99926
782,43,0,4.783e-18,NaN
783,12,0,3.4115e-15,NaN
784,36,0.19286,1.161,0.99985
785,NaN,NaN,NaN,NaN
786,21,0,7.7419e-22,NaN
787,43,0,4.783e-18,NaN
789,17,0,4.6683e-18,NaN
790,7,1.9048,1.223,0.99771
791,7,0,5.4892e-10,NaN
792,8,0,1.3503e-19,NaN
793,39,0.25641,2.2498,0.99967
794,NaN,NaN,NaN,NaN
795,9,0,7.1857e-12,NaN
796,18,0.055556,2.5214,0.98038
797,48,0,8.3422e-27,NaN
798,40,1.3231,3.932,0.99982
799,6,0,5.9865e-14,NaN
800,7,0.66667,1.1639,0.99408
801,15,0,3.7594e-23,NaN
802,12,0,3.4115e-15,NaN
803,30,0,5.621e-23,NaN
804,28,1.4762,2.4106,0.99982
805,40,0.048718,1.9372e-07,1
806,37,0.027027,4.8337e-08,1
807,3,39,17.524,0.70838
808,25,0,4.7806e-22,NaN
809,27,0,2.5161e-22,NaN
810,33,1.5227,13.699,0.99657
811,14,0,3.3255e-21,NaN
812,24,30.824,127.24,0.96201
813,48,12.695,303.29,0.93448
814,28,0.33201,3.0243,0.99875
815,43,0,4.783e-18,NaN
816,3,1.3333,0.46067,0.99411
817,49,0.40901,2.1867,0.9999
819,NaN,NaN,NaN,NaN
820,32,0.82964,6.0643,0.99865
821,47,0,2.0412e-27,NaN
822,10,1.5667,6.9618,0.96906
823,5,0,0.0086978,NaN
824,30,0.25402,1.619,0.99962
825,33,3.8087,30.075,0.99339
826,7,0.2381,3.5232e-16,1
827,25,0.34333,1.922,0.99931
828,40,0,1.7306e-27,NaN
829,13,0,1.4368e-15,NaN
830,17,0,4.6683e-18,NaN
831,15,0.17143,0.94262,0.99846
832,25,0,4.7806e-22,NaN
833,46,1.7971,6.0528,0.99979
835,17,0.84559,2.1705,0.99887
836,5,0,4.6113e-13,NaN
