1,9.0176e-08,0.46073,0.228,1
2,1.125e-16,0.13028,0.05093,2
3,9.0176e-08,0.46073,0.228,3
4,0.096887,0.73605,0.84364,1
5,0.03374,1.1449,0.32122,4
6,0.032786,0.72801,0.12066,5
7,4.6297e-12,0.52113,0.027731,6
8,0.033076,1.6669,0.53746,7
9,0.078131,1.3946,0.29954,8
10,4.6297e-12,0.52113,0.027731,7
11,5.453e-14,0.19893,0.073353,9
12,4.7087e-09,1.07,0.078341,10
13,9.0176e-08,0.46073,0.228,6
14,NaN,NaN,NaN,1
16,3.2531e-08,0.85751,1.4226,11
17,1.1475e-11,0.26422,0.87996,1
18,0.034103,1.0706,0.4209,4
19,1.8871e-15,0.10453,0.072262,8
20,2.062e-13,0.14725,0.056187,5
21,3.1591e-08,0.38779,0.015127,6
22,-7.7572e-11,0.27653,0.80829,1
23,0.082932,1.4664,0.56949,1
24,9.0176e-08,0.46073,0.228,10
25,9.0176e-08,0.46073,0.228,10
26,0.40908,1.0707,0.82324,8
27,1.673,1.6843,1.1216,1
28,-2.3996e-10,0.49739,0.71707,12
29,4.1798e-13,0.91681,0.10259,13
30,5.453e-14,0.19893,0.073353,14
33,0.11537,1.954,0.95666,7
34,0.036154,1.539,0.62348,13
35,4.7087e-09,1.07,0.078341,13
36,0.69974,1.9691,0.96931,5
37,0.13654,1.1485,0.87887,1
38,0.078278,1.5135,0.76324,1
39,0.033038,0.88651,0.39014,8
40,3.3219e-14,0.11337,0.06893,12
41,5.092e-11,0.16897,0.084915,6
42,3.7437e-10,0.73231,1.7174,12
43,0.0066445,0.88098,0.0088987,7
44,2.062e-13,0.14725,0.056187,1
45,0.071485,0.89086,0.72431,3
46,2.544e-16,0.12712,0.050625,12
47,0.13809,0.7159,0.82786,12
48,0.31952,1.7193,1.0969,2
49,1.2113e-15,0.12228,0.0512,2
50,0.064539,0.9104,0.0014906,7
51,-7.7572e-11,0.27653,0.80829,2
52,3.6474e-10,0.23645,0.057021,5
53,1.8005e-11,0.17878,0.080004,13
54,0.033169,0.96529,0.51645,8
55,1.9239e-13,0.13432,0.065605,12
56,6.2626e-14,0.12144,0.063143,2
57,1.8005e-11,0.17878,0.080004,5
58,0.03279,0.37972,0.24224,14
59,3.2531e-08,0.85751,1.4226,1
60,5.092e-11,0.16897,0.084915,5
61,0.0078415,1.2453,1.0818,6
63,5.8702e-10,0.25678,0.048857,6
64,3.7437e-10,0.73231,1.7174,11
65,3.1591e-08,0.38779,0.015127,8
66,NaN,NaN,NaN,15
67,NaN,NaN,NaN,10
68,0.2366,1.2643,1.3028,13
69,4.6297e-12,0.52113,0.027731,10
70,4.0716e-10,0.3185,0.029166,7
71,4.1798e-13,0.91681,0.10259,10
72,NaN,NaN,NaN,4
73,1.9427e-13,0.16183,0.051242,6
74,0.03279,1.0406,0.19768,8
75,5.453e-14,0.19893,0.073353,14
76,2.544e-16,0.12712,0.050625,1
77,0.064728,0.75784,0.5887,13
78,0.16021,1.2817,0.71566,13
79,0.0328,1.0282,0.2157,4
80,0.12651,0.71188,1.5135,1
81,NaN,NaN,NaN,2
82,0.064552,0.4955,0.39232,6
83,0.089195,1.439,0.90537,6
84,0.13346,0.85615,1.0678,7
85,0.043488,0.66472,0.041008,6
86,4.7087e-09,1.07,0.078341,11
87,5.3315e-13,0.21275,0.069277,9
88,NaN,NaN,NaN,6
89,4.7087e-09,1.07,0.078341,7
90,0.13143,1.1723,1.2357,8
91,NaN,NaN,NaN,8
92,0.19083,1.3638,0.92813,12
93,0.063201,0.24902,1.9964,12
94,5.453e-14,0.19893,0.073353,9
95,4.6297e-12,0.52113,0.027731,10
96,0.084588,0.45601,0.3403,14
97,0.079696,0.31119,1.2343,4
100,0.06454,0.38889,0.24894,8
101,0.070315,1.1745,1.1118,14
103,4.7087e-09,1.07,0.078341,4
104,0.88795,1.0987,1.093,6
105,4.6297e-12,0.52113,0.027731,10
106,5.3315e-13,0.21275,0.069277,8
107,NaN,NaN,NaN,6
108,0.054182,1.6532,0.9124,2
109,0.06693,0.50717,0.69967,1
110,0.17003,0.91439,1.0525,16
111,NaN,NaN,NaN,4
112,2.8731e-16,0.12261,0.05368,1
113,0.056047,1.3056,0.53563,15
114,0.33277,1.6185,1.0025,12
115,3.2531e-08,0.85751,1.4226,10
116,0.064546,-0.0037229,0.49766,13
117,0.11978,1.3382,0.86937,6
118,NaN,NaN,NaN,8
120,0.077686,1.3942,7.3684,8
121,-7.7572e-11,0.27653,0.80829,2
122,0.064541,0.72173,0.24581,8
123,0.88347,1.5836,1.0445,12
125,0.58265,1.3054,1.0596,6
126,9.0176e-08,0.46073,0.228,13
127,NaN,NaN,NaN,6
128,0.069563,1.2318,0.40506,6
129,0.03279,0.26207,0.30638,1
130,0.14565,1.2344,0.62254,12
131,0.060283,0.92202,0.64821,7
132,0.50746,1.216,1.0777,7
133,0.026646,1.4621,1.186,7
134,3.2531e-08,0.85751,1.4226,4
135,1.2355e-13,0.12369,0.067979,8
136,1.8005e-11,0.17878,0.080004,5
137,0.014748,1.7808,1.381,8
138,3.5559e-15,0.10632,0.070683,1
140,4.6392e-14,0.12906,0.056242,7
141,0.083405,1.2683,1.0082,14
142,0.07954,1.1801,0.90538,5
